content,Pays,Provenance
"Spiel ist meiner Meinung nach sehr auf Glück ausgerichtet. Spieler Kampfturniere machen keinen Spaß, noch nie einen Gegner auf meiner Stufe gehabt aber dafür jeder 2. Kampf 7 Stufen höher als ich. Keine Chance dort realistisch etwas zu reißen. Balance komplett schlecht, leider",de,Apple Store
"Die Kämpfe sind mehr auf Glück statt auf Können ausgelegt leider.

Hoffe das man bald tauschen kann.",de,Apple Store
"Genau wie früher, einfach mega geil neue Booster aufzumachen.
Man muss nichts kaufen, konnte direkt 5 o. 6 Booster öffnen.",de,Apple Store
Spiele das Spiel seit gestern und es macht einfach unglaublich Spaß! Nur schade immer solange auf Packs warten zu müssen.,de,Apple Store
"Ich finde es doof, dass man als Anfänger gegen Leute spielt die das doppelte Level haben, auch ist es doof, dass man absolut keine Belohnung bekommt, sodass man sein Deck auch nicht verbessern kann.",de,Apple Store
Mehr muss ich dazu nicht sagen.,de,Apple Store
"Es ist wirklich verdammt gut geworden, man kann grade nichts dran aussetzen 😊",de,Apple Store
Es kommt beim Download in der App zu einer Fehlermeldung,de,Apple Store
"Ich finde es sehr schade, dass wenn man Online gegen andere spiele einen Kampf gewinnt bekommt man nur 15 EP und nichts anders. 

Das nimmt einen die Lust zu spielen und man hat eigentlich nur Spaß wenn man seine Bossterpacks öffnen kann. 

Wäre schön wenn das sich ändert.",de,Apple Store
Anfangs macht es total Bock aber dann wird es irgendwann langweilig. Im Duell Modus kommen nur Gegner wo gleich EX Karten haben vermute das sind bots,de,Apple Store
"Ich hab nach circa ner Woche jeglichen Spielspaß verloren. Am Anfang macht es wirklich Spaß, man kann Packs öffnen, sammelt Pokémon und kann Kämpfe bestreiten. Aber nach ner Woche? Alles erledigt. Es gibt keine Quests, keine Erfolge - nichts. Auch kann man nicht durch Siege oder irgendetwas Packs erhalten. Wer sein Deck vervollständigen möchte muss bezahlen. Und die zwei Packs pro Tag bestehen zu 99% aus Basis-Pokémon. Ich hoffe wirklich sehr, dass hier bald ein paar Updates kommen sonst ist das Spiel in zwei Wochen durch und alle verlieren den Spielspaß.",de,Apple Store
"Endlich wieder ein Game was ich suchten kann, gibt mir mega flashbacks als ich noch kleiner war und selbst die Karten gesammelt habe, Animation und grafik auch sehr gut gemacht, geiles game, bin richtig am suchten.",de,Apple Store
"Das Spiel verliert schnell seinen Reiz wenn man die starter Missionen durch hat und die täglichen sind ein Witz Vorallem die Belohnungen davon. Wenn man kein premium hat kann man auf normalen Weg schnell nur noch 1 pack am Tag auf machen da der Shop auch begrenzt ist keine Ahnung warum man das so macht, verstehe ich nicht.
Für paar Tage ein cooles Spiel dann muss man auf Updates warten weil man einfach keinen grind Faktor hat.",de,Apple Store
Eigentlich gutes Spiel aber: Ich warte 5 min auf meinen Gegner der afk ist weil ich nicht aufgeben möchte (für die stats) dann geh ich kurz aus der App raus und mir wird gesagt ich konnte mich nicht innerhalb der Zeit mit dem Kampf verbinden und hab jetzt verloren. Und der Typ wird noch belohnt dafür,de,Apple Store
"Ist ganz okay, nur was kein Sinn ergibt ist die Logik der Münzen und das du als Level 8 gegen Level 20-30 spielen musst die gefühlt nur Mewtu haben",de,Apple Store
Belohnungen aus dem Multiplayer sind zu wenig,de,Apple Store
Fühle mich in meine Kindheit zurückversetzt :-),de,Apple Store
"Bei Wunderwahl, bereits vorhandene Karte wird dann als „neue“ angezeigt wenn sie gezogen wurde. Bitte fixen.",de,Apple Store
"Das Wunderwahlen & Packs schon vorbestimmt sind, ist bereits bekannt. Wenn ihr allerdings nicht den Coinflip unbeeinflussbar ändert, dann spielen das ganz schnell weniger Spieler!",de,Apple Store
"Super App um mit dem TCG zu starten oder wieder Lust darauf zu bekommen (#Marketing 😅).  Das Tauschen wird nochmal eine neue Komponente ins Spiel bringen, auch die zukünftigen Erweiterungen, was die Langlebigkeit unterstreicht. Good Job! 🙃 Dennoch muss man leider sagen, dass die Kämpfe VIIIIIEEEELLL zu lang dauern…..",de,Apple Store
"Das Spiel macht richtig viel Spaß und die Karten sehen so cool aus, allerdings ist der PvP Modus viel zu unbalanced und so bekommt man in 90% der Spiele Gegner, gegen die man einfach keine Chance hat.",de,Apple Store
"Also das Sammeln macht Spaß je doch ist Mathe wohl nicht deren Stärke Attacken machen mehr Schaden als auf der Karte Angegeben egal ob man „Vorteil“ hat oder einfach even ist mit dem Element. Dazu das Attackieren mit Münzwurf finde ich auch sehr blöd gelöst. Ebenso handeln CPU-Kämpfer immer gleich was den Spaß nimmt da auch ein Deck aus 20 Karten Zufall enthalten sollten. 

Macht Spaß aber muss aufjeden nochmal bearbeitet werden.",de,Apple Store
"Anfangs war das Spiel wirklich ganz anders man konnte hunderte Packs ziehen. Hat auch überwiegend neue Karten bekommen. Jedoch bemerkt man nach einiger Zeit, dass der Spiel Inhalt fehlt. Nachdem man gegen die CPU gespielt hat und fertig ist so wie mit allen Missionen kann man sich keine Sanduhr mehr verdienen vor allem, wenn man den Shop leergeräumt hat. Dann hat man nur noch die Möglichkeit, alle 12 Stunden ein Pack zu ziehen, gegen CPU oder online zu spielen jedoch für keine Belohnungen. Sehr schade.",de,Apple Store
Ich finde es echt schade das solche Spiele so aufgebaut sind dass man quasi gezwungen ist in Gold zu investieren.  Man kriegt insgesamt viel viel zu wenig booster packs. Ohne Gold kommt man iwann an dem Punkt an das man am Tag nur noch 1-2 öffnen kann. Und wie soll man da weiter kommen. Wäre gut wenn man wenigstens besser belohnt wird wenn man das Spiel spielt wie zum Beispiel Kämpfe. Die 15 ep die man kriegt können die auch behalten,de,Apple Store
"Packs öffnen und die Karten zu sammeln macht schon Spaß. Hier liegt offensichtlich auch der Fokus des Spiels.

Das Kampfsystem wird allerdings sehr schnell eintönig und langweilig. Zum Glück wissen das die Devs, weshalb es einen Auto-Battle-Button gibt. Jedoch ist die KI (wahrscheinlich mit Absicht) nicht die schlauste.

Wer hier ein paar mal gegen echte Spieler gespielt hat und nicht sofort “pay to win” schreit, der lügt einfach oder erträgt die Wahrheit nicht. Mir werden sofort Meta-Decks in der höchsten Rarität um dir Ohren geschmettert. Wenn Ranked Play introduced werden sollte, dann gute Nacht.

Außerdem finde ich die UI unfassbar steril und lieblos gestaltet. Man merkt diesem Spiel sehr stark seinen kalkulierten Corporate-Vibe an. Bloß keine Risiken eingehen. 

Was ich zu loben habe ist das  haptische Feedback beim Öffnen von Packs. Fühlt sich sehr nice an.",de,Apple Store
"Macht viel spaß zu spielen, auch ohne Geld zu ""investieren"" kommt man gegen die Meta an.

Etwas wenig Contend, mehr Aufgaben/Events wie das Lapras Event wären gut.",de,Apple Store
"Spiel bietet viel Potenzial, bitte mehr Events, ein Ranking System für Kämpfe wäre super mit wöchentlichen Belohnungen zB. 
Aktuell haben Niederlagen keine Konsequenz und ein Sieg bringt lächerliche 15exp.
Neue packs und Tausch wurde ja schon angekündigt, aber dauert wohl leider noch.
An sich ein sehr schönes Game wenn die Entwickler stetig am Kontent arbeiten.",de,Apple Store
"An sich ist es gut gelungen aber das Kampfsystem ist echt bodenlos. Anstatt die Gegner so zu balancieren dass man ungefähr gleich stark ist, bekommt man meist Gegner mit den besten Karten. Die pullraten selbst für normale gute Karten sind auch unterirdisch.",de,Apple Store
"Habe ein Pack geöffnet und jetzt steht da „Du hast Level 2 erreicht und Wunderwahl freigeschalten“ und das Spiel möchte, dass ich darauf klicke. Leider ist mein Level aber nicht auf 2 gesprungen und jetzt kann ich quasi nichts machen außer zu hoffen, dass dieser Bug bald irgendwie behoben wird.

2 Sterne aber weil meine Knogga Karte cool aussieht. :)",de,Apple Store
"An sich ein gutes Game aber wenn man mit dem Start (CPU Kämpfe usw.) durch ist, ist es quasi unmöglich ohne echtgeld an packs zu kommen außer die 2 täglich. Egal wie viel man spielt. Für mich irgendwie pay2win. Hoffe hier wird noch nachgebessert",de,Apple Store
"Die letzte Stufe der Ki- Gegner wurde meiner Meinung offensichtlich so programmiert das sie immer die passenden Karten ziehen/ bekommen. Gleiches gilt auch für die Münzwürfe.
Konnte nun beim dritten Gegner (Wasser) ein sich ständig wiederholendes Ergebnis erzielen. 
Meine Münze immer Zahl.
Gegner Münze 2x Kopf.
Startkarten bzw die gezogenen Karten unterscheideten sich ebenfalls nur in drei Varianten. In meinen Augen soll dieser Modus bewirken das man Geld investiert damit man endlich den Gegner schlagen kann, ich würde das mit Vorsicht genießen und bitte den Hersteller um Nachbesserung!",de,Apple Store
"Sehr gut gemacht, aber Ranking System mit zusätzlichen Belohnungen für bestimmte Ränge wäre nice",de,Apple Store
mach fun wieder karten zu sammeln - auch zu kämpfen erinnert mich an damals super geil schlicht und schnell,de,Apple Store
Das Spiel ist super! Allerdings ist mir der Zufalls bzw. Glücksfaktor von dem man abhängig ist in Kämpfen viel zu hoch. Dieses ständige Kopf oder Zahl hemmt den Spielspaß ziemlich.,de,Apple Store
Das Spiel macht unglaublich viel Spaß und hat absolutes Sucht Potenzial! Ich hoffe es wird noch weiter ausgebaut und  mehr packs zum öffnen!,de,Apple Store
"Der Titel sagt schon alles. Es ist aus meiner Sicht, dass bessere Pokemon Go. Die Kämpfe machen Spaß. Das Sammeln ist super. Freue mich auf neue Karten.",de,Apple Store
"Vom Prinzip her top, aber verbesserungsbedürftig. Nehmt euch bitte die Kritiken die hier veräußert wurden zu Herzen, dann ist das Spiel nämlich ne glatte 1 👌🏼 und orientiert euch noch etwas an Hearthstone von Blizzard in Sachen Animationen des Spielfeldes, der Karten und deren Sounds. Hier gibt’s nämlich endlos viel Potential was leider nicht einmal annähernd ausgeschöpft wurde von der Pokémon Company",de,Apple Store
Eine Hammer App mit liebe zum Detail. Es macht richtig Freude und man bekommt Feelings wie damals beim Karten sammeln. Empfehlung!,de,Apple Store
"Finds schade dass das Kampfsystem lediglich auf Glück basiert, wer eher die Münzen trifft, wie welche Karte auf deine Hand kommt & dass es dann noch die richtige Karte ist. Spiele das Spiel seit release, war auch eigentlich sehr zufrieden, aber das frustriert dann doch letztendlich, vor allem in einem Event wo man sich eine Siegesserie aufbauen soll.",de,Apple Store
"Das Spiel an sich ist sehr geil, leider kann ich jedoch das PikeGold was ich gekauft habe nicht ausgeben. Trotzdessen,  dass ich mehr als genug habe kann ich es nicht ausgeben. 
PS: auch bin habe das Tageslimit noch lange nicht erreicht.",de,Apple Store
bitte führt ein dass man leichter Freunde finden kann. Über die Kontaktliste oder zumindest den Namen. Dann wären es 5 Sterne.,de,Apple Store
"Die Karten sind super. Es macht echt viel Spaß sich daraus Decks zu bauen. 

Aber diese Decks zu spielen ist meistens recht schwierig. So wie es im Moment ist, kann der Gegner einfach das Match verlassen. Dadurch dürft ihr die restlcihe Zeit (meistens 18min) einfach warten und hoffen, dass der Gegner das Spiel nochmal startet und richtig aufgibt. 

Ihr bekmmt übrigens eine Niederlage reingedrückt, solltet ihr bis zum Ende warten (Ist schon 4 mal vorgekommen). Der Gegner hat dann übrigens gewonnen. GG",de,Apple Store
Habe nach nicht mal 25 packs ein Gold Glurak gezogen,de,Apple Store
Spiel wird schnell eintönig,de,Apple Store
Mein Spiel stürzt ab sobald ich es öffne. Miese Enttäuschung.,de,Apple Store
Wie wäre es mal mit der tauschfunktion  ??? Und anderen karten 24/7 nur mewtwo Gegner wird auf Dauer echt langweilig… nur deshalb 3 Sterne.,de,Apple Store
"Nach den ersten paar Stunden bekommt man nichts mehr. Kämpfe gewinnt man auch nicht mehr, wenn man nicht ein wenig investiert. Wirklich schön gemacht, aber leider nichts für länger…",de,Apple Store
"Ich find das Game total toll das macht richtig Spaß Karten zusammen 
Doch bitte Supportet das Game mehr ich erwarte was 
Weil ich kann keine Sanduhren mehr wirklich sammeln usw 
Aber sonnst richtig toll",de,Apple Store
"Also ich finde das Spiel cool,seitdem es rausgekommen ist spiele ich es die ganze Zeit es macht einfach nur Spaß,und ich finde das ist mein Lieblingsspiel geworden richtig richtig cool dieses Spiel. Zum Thema bugs habe ich bis jetzt keine gefunden,es ist ja nicht ohne Grund 5 Sterne,ich empfehle es euch",de,Apple Store
"Das Spiel ist ganz okay Programmiert. Die Designs der Karten sind echt super! Deshalb die 2 Sterne. 
Jedoch wird es ohne das Abo von ca 10€/ Monat echt langweilig. Man wird nach den ersten 2 Wochen schon fast gezwungen Geld auszugeben. Wie an einem Spielautomat regt das Spiel perfekt den dopamine Spiegel an. Wer also für Geldausgaben in einem digitalen Spiel anfällig ist, sollte die Finger weg lassen. 

Irgendwann werden die Server herunter gefahren und wie bei Fifa oder anderen spielen ist euer Geld einfach weg :)",de,Apple Store
"Das Spiel hat nichts mit können zu tun am Anfang wirkt es süß und unschuldig versteckt allerdings eine Glücksspiel Masche die unglaublich ist. Zum einen verleitet das Spiel einen permanent Päckchen ziehen zu wollen und zum anderen ähnelt die Mechanik des Päckchen öffnen dem von Spielautomaten. Das i Tüpfelchen ist allerdings das „Kämpfen“ gegen andere es ist nichts anderes außer Pay2Win. Die meisten Karten beruhen auf einen simplen Münz Wurf. In der Realität verständlich in einem Videospiel nicht. Man merkt das die Chancen in dem Spiel steigen das die Münze zum eigenen Vorteil fällt wenn man Geld investiert. Und wer nicht investiert verliert, zieht keine guten/ seltenen Karten und füllt sich gedrungen neue Päckchen zu ziehen. Schämt euch",de,Apple Store
Aber könnt ihr die Rate für seltene Karten höher machen bitte,de,Apple Store
"Sehr gutes Spiel, leider noch zu wenig Inhalt.",de,Apple Store
"Passt auf das Spiel vor allem Packs öffnen macht süchtig :) 
Allgemein wurde das Spiel schon gemacht man merkt das die Entwickler sich Mühe gegeben haben.",de,Apple Store
Macht auf jeden Fall Spaß. Immer wieder schön nostalgische Momente zu erleben. uboPQaGebn eingeben in die Freundesliste und Vorteile kassieren,de,Apple Store
"Nach dem ca. 10- bis 15-minütigen Tutorial und 4 geöffneten Boostern wird man theoretisch schon an die Kasse gebeten, um z.B. gegen andere Spieler Kämpfen zu können oder weiter Karten aus Boostern zu ziehen.
Ich frage mich echt, was das von der Pokemon Company/Game Freak/Nintendo soll.
Es gibt doch bereits ein PKMN TCG spiel, welches komplett kostenlos ist und nicht einmal eine Möglichkeit anbietet echtes Geld in Game auszugeben (stand Nov. 2024).
Wozu also eine zweite PKMN TCG App, wo man zumindest die Big hits nicht mal in physischer Form bekommt und alles an einen Digitalen ACC gebunden ist. 
Wer zum Teufel wünscht sowas??

Definitiv kein Download Empfehlung!
Und bezüglich der in Game Käufe und derjenigen die sich denken „Mir egal ich gebe ja sowieso kein Geld für diese App aus💅“. NICHT ALLE SIND WIE DU!! Es gibt tatsächlich Menschen die spielsüchtig oder süchtig nach Geldausgeben sind. Wenn das beim Physischen TCG passiert ist das definitiv genauso bescheiden, wie bei digitalen TCG, allerdings kann man notfalls seine Karten auf dem Privatmarkt verkaufen. Bei der App kann man lediglich seinen ganzen ACC verkaufen. Echt KP wer diese armen Personen sein werden die ihren ACC verkaufen oder andere ACCs kaufen werden. Ich persönlich wünsche mir, dass es gar nicht erst so weit kommt und die App floppt.",de,Apple Store
Es ist ein echt schönes Spiel und ich würde mich freuen über Updates,de,Apple Store
"Bitte mehr Kampf und Hintergrund von den Pokémon spielen einbauen am besten von allen alten Generation sonst kriege ich noch einen Anfall die ganze Zeit dieselbe Battle und background Musik im Menü das ist auf längere Zeit echt nervig 

Danke für eure Aufmerksamkeit bitte diesen Kommentar liken teilen verbreiten damit die Entwickler das sehen und es in betracht ziehen 

どうもありがとうございます。😇",de,Apple Store
Weil gambling,de,Apple Store
"Mein Gott mit was für einem Schwachsinn Kindern da heutzutage versucht wird das Geld aus den Taschen zu ziehen. 10 Minuten Tutorial wie man Karten kriegt und wie man die mit allen Arten von In-App Käufen noch schneller kriegt und dann fragt die App, sie doch bitte zu bewerten. Was bewerten? Die gelungene Monetarisierung? Ganz toll, 6 Sterne, vorbildlich gemacht. Und so ein schönes Design und so schöne Animationen während ich rausfinde wie ich mit Pokébucks und Pikachudollars mich qualifizieren kann noch mehr Geld auszugeben.",de,Apple Store
"Wie der Titel schon sagt absolut liebevoll gestaltet und auch die Stimmung die das Spielvermittelt ist sehr entspannt und positiv . 2 Sterne deshalb weil das Spiel entscheidet welcher Spieler gewinnt . Wenn das Spiel sagt du verlierst dann ist es so, alle Coin Flips sind dann gg dich oder du ziehst einfach nichts während der Gegner genau das bekommt was er benötigt . Ausgeglichene Partien sind eher selten .",de,Apple Store
"Meine Rezension wird vermutlich eher nix bringen bei all den Hype 5 Sternen und anfänglich war es auch ein 5 Sterne Spiel. Allerdings: nach 1 Monat ist zumindest bei mir der Lack ab. 

Zu wenig content, zu wenig zu tun und meiner Meinung nach das größte Versäumnis: Man wird doppelte Karten nicht los- ja man kann kosmetischen Firlefanz freischalten, aber das reicht nicht. 

Doppelte Karten gegen pack Punkte zB oder aber: TAUSCHEN MIT ANDEREN SPIELERN würden dies verbessern.

Auch sind die Pulls bzw. die raten echt nicht das wahre- man wird doch allmählich etwas genervt wenn man das 19. Sandan oder das 21. Furnifraß bekommt.

Premium für 9,99€ wurde direkt nach Probezeit gekündigt- bringt keinen Mehrwert. (1 Pikachu und ein paar cosmetics reichen schlicht nicht für 60 Tage- vor allem weil sämtliche Missionen schon nach 24 Stunden abgeschlossen waren). 

Zusammengefasst:

Bietet zu wenig, da bleibe ich eher beim alten Live und bekomme Karten durchs sammeln im RL.",de,Apple Store
Sanduhren sind viel zu selten und es würde mehr spaß machen öfters 10 packs aufeinmal ziehen zu können ohne lang drauf zu sparen,de,Apple Store
Alle meine Freunde spielen das grad. Hoffe es kommen weitere Funktionen in naher Zukunft.,de,Apple Store
Bitte bringt einen Dark Mode raus. Diesen komplett weißen Hintergrund und allgemein das weiße Design halte ich lange nicht mehr aus.,de,Apple Store
"Die Bots haben (zumindest bei mir) beim Münzwurf einen deutlichen Vorteil. Sie erhalten fast immer „Kopf“, während ich als User fast ausschließlich „Zahl“ bekomme. 

Eine Ausnahme gibt es nur, wenn der Münzwurf den Spielbeginn bestimmt – dann fängt der User in etwa 8 von 10 Fällen an. 

Daher wirkt es sehr vorprogrammiert. Auch die Kartenverteilung scheint nicht zufällig zu sein, da man nach einer Weile immer wieder die gleichen Pokémon-Karten zieht.",de,Apple Store
Ich persönlich sehe wenig für langzeit Motivation. Die Kämpfe sollen kein Ranglisten System bekommen da es dafür ja schon den Schlecht Optimierten Akkufresser „ TCG Live „ gibt ..,de,Apple Store
…es gibt meiner Meinung nach zu viele Währungen; das ist etwas verwirrend.,de,Apple Store
Nur der ofc & glurak,de,Apple Store
Das Spiel versetzt mich zurück in meine Kindheit.,de,Apple Store
"Die App besteht zu 95% daraus den Nutzer dazu zu bringen Packs zu öffnen. Im Apple Store wird erstmal nur gezeigt wie man Karten zieht und packs bekommt. Auch das Tutorial legt den Fokus auf Karten packs. Man kann nicht mal von Beginn irgendwelche Kämpfe bestreiten sondern kann nur über das öffnen von packs XP bekommen. Das zeigt die ekelhafte Seite von Nintendo und GameFreak. Solche „Spiele“ sollten verboten werden oder erst ab 18 spielbar sein, da dahinter ein reines Glücksspielsystem steht.",de,Apple Store
Man kann nur sagen tolle epp für Pokémon fens,de,Apple Store
Es kann dich nicht sein das jetzt das 3. Update da ist und man immer noch keine Karten Tauschen kann. Bitte beheben dann 5Sterne,de,Apple Store
Das Spiel macht am Anfang sehr viel Spaß und man muss nich Sachen kaufen damit man Spaß haben kann und es gibt auch keine Werbung die man kucken muss 🥰😍😍,de,Apple Store
"Wenn schlecht gewürfelt wird gebe ich einfach auf fertig hahahhaha ich Pfeif so hart auf das Spiel das es mir so egal ist ob ich dadurch einen schlechten Score oder wie auch immer habe. Wenn ich zuerst anfangen darf wird gleich aufgegeben und Punkt und so lange gewartet bis das beste für einen selber raus kommt oder nach zwei drei Versuchen wenn es einem zu blöd wird, wird  das Spiel einfach wieder geschlossen 😂😂😂 . Geld zahlen  tzzzz Spiele allgemein sollte man niemals unterstützen meiner Meinung nach ich finde die sollten auch kein Geld dafür bekommen oder Geld verdienen wenn man sich das Spiel runterlädt oder spielt nur wenn man wirklich dafür zahlt und sogar das sollte verboten gehören. Das ist einfach alles nur meine Meinung.",de,Apple Store
"Sehr gutes und fesselndes Spiel. 

Was mich sehr freuen würde, wenn man unter Freunden die Karten, die im Besitz sind, einsehen kann.",de,Apple Store
"Ich habe mich sehr auf den Release gefreut. Leider funktioniert das Spiel bei mir nicht. Wenn ich das Spiel starten will, geht es sofort wieder zu. Ich habe alles versucht: Neustart, App neu installieren, iOS-Update, mehr Speicherplatz freigeben etc.. Nichts hat geholfen. Schade …

(iPhone 15 Pro Max mit iOS 18.1)",de,Apple Store
Ich finde das Game wirklich toll und es macht Spaß mit Freunden darüber zu reden was man alles gezogen hat und die Duelle sind ja so wie immer. Nur das was mich stört sind die Täglichen Missionen. Es ist vieeeeel zu langweilig und jeden Tag gleich. Wenn es mehr abwechslungsreichere Missionen gäbe wäre das wirklich toll.,de,Apple Store
Ich würde alles geben um 2017 packs wieder zu öffnen aber es gibt nur die drei und ich hab keine Lust Geld zu bezahlen für neue packs,de,Apple Store
"Das Spiel macht Eigl Spaß. Aber das Kampfsystem ist nicht gut überdacht, man hat wenig Einfluss auf das Spiel wenn das System vorher schon entscheiden hat wer gewinnt, dazu kommt das viele Sachen nicht richtig überdacht sind, wieso kann mein Gegner zuerst Energie aufladen und somit den ersten Schlag machen obwohl ich ‚erster‘ bin? Oder wieso bekommt mein Gegner perfekte Entwicklung auf die Hand während ich mit 3 Endstufen und 2 assist Karten doof gucken muss",de,Apple Store
Das Spiel macht mir viel Spaß da es wie das echte Pokémon Spiel ist und man aber die Regeln erklärt bekommt und der Faktor das man Boosterpacks öffnen kann ist auch sehr wichtig .,de,Apple Store
Aktuell mit allem sehr zufrieden. Freue mich auf künftige Updates!,de,Apple Store
Hab das premium Abo aber kann nicht auf die Funktionen zugreifen,de,Apple Store
Geiles Spiel! Nur gewinne ich eher im Lotto als gegen meine Gegner wegen ihren Karten und Münzglück….,de,Apple Store
"Es ist alles nice. Das einzige, was fehlt, sind mehr Missionen und mehr Möglichkeiten, verschiedene Quests zu machen.",de,Apple Store
"Ist schon ganz gut, aber es wählen weitere Missionen, oder anderer Kontent außer online Kämpfe.
Zudem sollten bei online Kämpfen die Level der Spieler ungefähr zueinander passen.",de,Apple Store
"Im Endgame unbrauchbar. Sobald man mit einem Meta Deck antritt trifft man meist ebenfalls mal nur auf Spieler mit Meta Deck. Dann entscheidet ausschließlich das Glück. Wenn man als erster startet hat man zu 90% bereits verloren, weil der andere zuerst angreift. Wenn man zudem ein schlechtes Startblatt hat ist es nahezu unmöglich das durch Taktik wieder auszugleichen. Das Kampfsystem ist so vereinfacht, dass es im Endgame nicht mehr funktioniert. Es sollte komplett überarbeitet und überdacht werden.",de,Apple Store
"Hallo Leute, an sich ist es ein cooles Spiel, aber es zieht unnormal viel akku! Habe ein Iphone 15 Pro, und eine Akku Kapazität von 100%! Aber wenn ich dieses Spiel Spiele, ist es in 15 Minuten von 100% auf 65% runter… klar es ist ein neues spiel, aber das kann ist etwas heftig",de,Apple Store
"Pokemon hat wieder einmal eine Möglichkeit gefunden den Leuten das Geld aus der Tasche zu ziehen. Es ist ein Tolles spiel, man bekommt am anfang mega viele Sachen geschenkt und dann nichts. Entweder man investiert in Geld um mal ein Kampf zu gewinnen oder man investiert in seeeehr viiiiiel Zeit. Die Coin würfe in den Kämpfen sind unausgeglichen. Und der Shop ist viel zu teuer. Schade pokemon, ich denke es wird Zeit einem meiner Lieblingsspiele Lebewohl zu sagen, die Enttäuschungen in den letzten Jahren die von Pokemon geboten worden waren, sind einfach zu viele.",de,Apple Store
"Aktuell leider zu wenig zu machen pro Tag. Wird immer langweiliger. 1 Pack pro Tag, ein Wonderpick, das wars auch schon.",de,Apple Store
"Positiv:
- cooles Spiel

Negativ:
- unausgeglichen
- 1x Boosterpack alle 12h
- Der zweite Spieler gewinnt nahezu immer
- PvP läuft gegen Spieler mit 2-4 Ex Karten (unmöglich zu besiegen)
- PvP Kämpfe immer gleich
- Runden zu kurz für Gift/para/Schlaf zu nutzen 
- seltene oder Ex Karten sind Mangelware 
- viel zu viel RNG based 
- manche Attacken sind viel zu stark um kein onehit zu werden

Beispiel PvP:

Als Gegner hat man zu 99% ein Feuer, Wasser, Psycho oder Elektro Deck. 
Bei Elektro liegen gleich 1-3 Pikachu Ex Karten, sowie weitere Elektro Monster, dass gleich ab Runde 2, 90 DMG für das Pikachu bereitstehen. Also 120HP mit 90 DMG während man selbst evtl 60 HP mit 10-20 DMG realisieren kann.
Das wird noch garniert mit der Sabrina Karte um andere Pokémon von der Bank zu wählen. Anders bekannt als die fünf EX/Meta Decks.

Alternativ Arktos mit Misty spielen. Mit etwas Glück hat man in runde 2 schon 4x+ Energie und Instant gewonnen bevor der andere überhaupt 1x Energie anlegen durfte!

Aufgrund der Stärke der Karten sind fast alle Decks gegen die man spielt gleich und hat nicht mal mit den Konterkarten gute Chancen.. 

An sich ist das Spiel cool, aber extrem viele negativ Punkte die eher Spielspaß nehmen. Zwingend nötige fixes:
-Ranked matches
-Ex Karten nur in gesonderten Kämpfen
-Tauschfunktion
-Spieler melden
-Spieler blocken",de,Apple Store
"Habt ihr demnächst auch neue packs und mehr Content in Planung ?
Ansonsten super spiel",de,Apple Store
"Wie kann es sein, dass man ständig Gegner bekommt, die bessere Karten haben…will man damit die Leute dazu zwingen zu investieren, wenn man selbst nur Karten bekommt, die man schon zehnmal hat!? Das hat nichts mit Glück oder Pech zu tun, es wird im Vorfeld schon bestimmt, welche Accounts gute bzw. schlechte Karten bekommen!",de,Apple Store
"Rezension

Das Spiel macht grundsätzlich Spaß, aber es gibt ein paar entscheidende Probleme, die dringend behoben werden müssen:
	1.	Änderung der Anfangsregel: Die Regel mit dem Münzwurf am Anfang muss geändert werden, der Spieler, der den Münzwurf gewinnt,  sollte Energie anlegen, aber dafür nicht angreifen. Diese Anpassung ist zwar interessant, fühlt sich aber unausgewogen an und stört den Spielfluss.
	2.	Unfaire Münzwurf-Mechanik (Lavados und Misty): Die Münzwurf-Mechanik bei Karten wie Lavados und Misty ist absolut frustrierend. Es ist nicht normal, dass man ständig nur “Zahl” wirft – das kann nicht einfach nur Pech sein. Es fühlt sich manipuliert an und zerstört den Spielspaß. Hier ist ein dringendes Update nötig, da bestimmte Strategien so kaum umsetzbar sind.

Wenn diese Probleme nicht behoben werden und die Münzwurf-Mechanik nicht fair programmiert wird, werde ich das Spiel deinstallieren. Bitte sorgt dafür, dass alle Spieler dieselben Chancen haben!

Möchtest du noch etwas ändern?",de,Apple Store
"Also es ist nun mal Karten sammeln für‘s Handy. Die CPU Kämpfe machen Bock aber spätestens wenn es Online ist sieht man das kein Skill Based Matchmaking gibt, wirste halt mies abgezogen. Kann man machen, muss man aber nicht.",de,Apple Store
